Encrypt weights (ms), Encrypt input vector (ms), Prediction (ms)
3019.000000, 77.000000, 264311.000000, 
3031.000000, 75.000000, 263233.000000, 
2884.000000, 75.000000, 263278.000000, 
3031.000000, 75.000000, 263016.000000, 
2883.000000, 75.000000, 263028.000000, 
